ward_name,year,month_num,imd_score,income_score,employment_domain_score,education_domain_score,health_domain_score,crime_domain_score,housing_domain_score,environment_domain_score,burglaries,lag1,lag2,lag3,lag12
New Cross Gate Ward,2019,1,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,8,11.0,5.0,6.0,5.0
New Cross Gate Ward,2019,2,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,3,8.0,11.0,5.0,7.0
New Cross Gate Ward,2019,3,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,2,3.0,8.0,11.0,5.0
New Cross Gate Ward,2019,4,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,8,2.0,3.0,8.0,8.0
New Cross Gate Ward,2019,5,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,7,8.0,2.0,3.0,5.0
New Cross Gate Ward,2019,6,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,5,7.0,8.0,2.0,4.0
New Cross Gate Ward,2019,7,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,5.0,7.0,8.0,7.0
New Cross Gate Ward,2019,8,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,5,6.0,5.0,7.0,6.0
New Cross Gate Ward,2019,9,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,5.0,6.0,5.0,6.0
New Cross Gate Ward,2019,10,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,5,6.0,5.0,6.0,6.0
New Cross Gate Ward,2019,11,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,11,5.0,6.0,5.0,5.0
New Cross Gate Ward,2019,12,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,11.0,5.0,6.0,11.0
New Cross Gate Ward,2020,1,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,4.0,11.0,5.0,8.0
New Cross Gate Ward,2020,2,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,4.0,4.0,11.0,3.0
New Cross Gate Ward,2020,3,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,6.0,4.0,4.0,2.0
New Cross Gate Ward,2020,4,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,8,4.0,6.0,4.0,8.0
New Cross Gate Ward,2020,5,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,8.0,4.0,6.0,7.0
New Cross Gate Ward,2020,6,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,4.0,8.0,4.0,5.0
New Cross Gate Ward,2020,7,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,4.0,4.0,8.0,6.0
New Cross Gate Ward,2020,8,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,4.0,4.0,4.0,5.0
New Cross Gate Ward,2020,9,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,4.0,4.0,4.0,6.0
New Cross Gate Ward,2020,10,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,6.0,4.0,4.0,5.0
New Cross Gate Ward,2020,11,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,10,6.0,6.0,4.0,11.0
New Cross Gate Ward,2020,12,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,3,10.0,6.0,6.0,4.0
New Cross Gate Ward,2021,1,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,3,3.0,10.0,6.0,4.0
New Cross Gate Ward,2021,2,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,3.0,3.0,10.0,6.0
New Cross Gate Ward,2021,3,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,8,4.0,3.0,3.0,4.0
New Cross Gate Ward,2021,4,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,5,8.0,4.0,3.0,8.0
New Cross Gate Ward,2021,5,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,5.0,8.0,4.0,4.0
New Cross Gate Ward,2021,6,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,4.0,5.0,8.0,4.0
New Cross Gate Ward,2021,7,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,11,6.0,4.0,5.0,4.0
New Cross Gate Ward,2021,8,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,11,11.0,6.0,4.0,4.0
New Cross Gate Ward,2021,9,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,11.0,11.0,6.0,6.0
New Cross Gate Ward,2021,10,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,9,6.0,11.0,11.0,6.0
New Cross Gate Ward,2021,11,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,7,9.0,6.0,11.0,10.0
New Cross Gate Ward,2021,12,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,8,7.0,9.0,6.0,3.0
New Cross Gate Ward,2022,1,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,3,8.0,7.0,9.0,3.0
New Cross Gate Ward,2022,2,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,3.0,8.0,7.0,4.0
New Cross Gate Ward,2022,3,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,6.0,3.0,8.0,8.0
New Cross Gate Ward,2022,4,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,12,6.0,6.0,3.0,5.0
New Cross Gate Ward,2022,5,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,2,12.0,6.0,6.0,4.0
New Cross Gate Ward,2022,6,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,3,2.0,12.0,6.0,6.0
New Cross Gate Ward,2022,7,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,2,3.0,2.0,12.0,11.0
New Cross Gate Ward,2022,8,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,9,2.0,3.0,2.0,11.0
New Cross Gate Ward,2022,9,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,3,9.0,2.0,3.0,6.0
New Cross Gate Ward,2022,10,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,3.0,9.0,2.0,9.0
New Cross Gate Ward,2022,11,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,10,4.0,3.0,9.0,7.0
New Cross Gate Ward,2022,12,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,10.0,4.0,3.0,8.0
New Cross Gate Ward,2023,1,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,6.0,10.0,4.0,3.0
New Cross Gate Ward,2023,2,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,4.0,6.0,10.0,6.0
New Cross Gate Ward,2023,3,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,2,6.0,4.0,6.0,6.0
New Cross Gate Ward,2023,4,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,5,2.0,6.0,4.0,12.0
New Cross Gate Ward,2023,5,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,5.0,2.0,6.0,2.0
New Cross Gate Ward,2023,6,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,7,6.0,5.0,2.0,3.0
New Cross Gate Ward,2023,7,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,7.0,6.0,5.0,2.0
New Cross Gate Ward,2023,8,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,5,4.0,7.0,6.0,9.0
New Cross Gate Ward,2023,9,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,3,5.0,4.0,7.0,3.0
New Cross Gate Ward,2023,10,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,10,3.0,5.0,4.0,4.0
New Cross Gate Ward,2023,11,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,7,10.0,3.0,5.0,10.0
New Cross Gate Ward,2023,12,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,7,7.0,10.0,3.0,6.0
New Cross Gate Ward,2024,1,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,9,7.0,7.0,10.0,4.0
New Cross Gate Ward,2024,2,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,5,9.0,7.0,7.0,6.0
New Cross Gate Ward,2024,3,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,8,5.0,9.0,7.0,2.0
New Cross Gate Ward,2024,4,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,7,8.0,5.0,9.0,5.0
New Cross Gate Ward,2024,5,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,7,7.0,8.0,5.0,6.0
New Cross Gate Ward,2024,6,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,7.0,7.0,8.0,7.0
New Cross Gate Ward,2024,7,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,6,4.0,7.0,7.0,4.0
New Cross Gate Ward,2024,8,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,10,6.0,4.0,7.0,5.0
New Cross Gate Ward,2024,9,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,11,10.0,6.0,4.0,3.0
New Cross Gate Ward,2024,10,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,0,11.0,10.0,6.0,10.0
New Cross Gate Ward,2024,11,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,4,0.0,11.0,10.0,7.0
New Cross Gate Ward,2024,12,31.313545723457555,3.544,2.044,12.635202988075555,0.475501264789634,0.601810307783903,48.556734230763674,36.937378361735654,8,4.0,0.0,11.0,7.0
New Malden Village Ward,2012,3,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,12,11.0,16.0,14.0,
New Malden Village Ward,2012,4,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,2,12.0,11.0,16.0,
New Malden Village Ward,2012,5,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,9,2.0,12.0,11.0,
New Malden Village Ward,2012,6,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,7,9.0,2.0,12.0,
New Malden Village Ward,2012,7,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,5,7.0,9.0,2.0,
New Malden Village Ward,2012,8,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,7,5.0,7.0,9.0,
New Malden Village Ward,2012,9,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,8,7.0,5.0,7.0,
New Malden Village Ward,2012,10,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,19,8.0,7.0,5.0,
New Malden Village Ward,2012,11,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,10,19.0,8.0,7.0,
New Malden Village Ward,2012,12,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,15,10.0,19.0,8.0,14.0
New Malden Village Ward,2013,1,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,16,15.0,10.0,19.0,16.0
New Malden Village Ward,2013,2,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,9,16.0,15.0,10.0,11.0
New Malden Village Ward,2013,3,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,13,9.0,16.0,15.0,12.0
New Malden Village Ward,2013,4,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,2,13.0,9.0,16.0,2.0
New Malden Village Ward,2013,5,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,10,2.0,13.0,9.0,9.0
New Malden Village Ward,2013,6,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,10.0,2.0,13.0,7.0
New Malden Village Ward,2013,7,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,6,4.0,10.0,2.0,5.0
New Malden Village Ward,2013,8,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,8,6.0,4.0,10.0,7.0
New Malden Village Ward,2013,9,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,5,8.0,6.0,4.0,8.0
New Malden Village Ward,2013,10,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,12,5.0,8.0,6.0,19.0
New Malden Village Ward,2013,11,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,13,12.0,5.0,8.0,10.0
New Malden Village Ward,2013,12,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,13.0,12.0,5.0,15.0
New Malden Village Ward,2014,1,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,9,4.0,13.0,12.0,16.0
New Malden Village Ward,2014,2,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,12,9.0,4.0,13.0,9.0
New Malden Village Ward,2014,3,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,12.0,9.0,4.0,13.0
New Malden Village Ward,2014,4,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,10,4.0,12.0,9.0,2.0
New Malden Village Ward,2014,5,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,3,10.0,4.0,12.0,10.0
New Malden Village Ward,2014,6,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,6,3.0,10.0,4.0,4.0
New Malden Village Ward,2014,7,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,7,6.0,3.0,10.0,6.0
New Malden Village Ward,2014,8,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,10,7.0,6.0,3.0,8.0
New Malden Village Ward,2014,9,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,5,10.0,7.0,6.0,5.0
New Malden Village Ward,2014,10,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,3,5.0,10.0,7.0,12.0
New Malden Village Ward,2014,11,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,1,3.0,5.0,10.0,13.0
New Malden Village Ward,2014,12,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,5,1.0,3.0,5.0,4.0
New Malden Village Ward,2015,1,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,10,5.0,1.0,3.0,9.0
New Malden Village Ward,2015,2,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,16,10.0,5.0,1.0,12.0
New Malden Village Ward,2015,3,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,5,16.0,10.0,5.0,4.0
New Malden Village Ward,2015,4,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,5.0,16.0,10.0,10.0
New Malden Village Ward,2015,5,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,3,4.0,5.0,16.0,3.0
New Malden Village Ward,2015,6,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,3.0,4.0,5.0,6.0
New Malden Village Ward,2015,7,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,7,4.0,3.0,4.0,7.0
New Malden Village Ward,2015,8,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,2,7.0,4.0,3.0,10.0
New Malden Village Ward,2015,9,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,2,2.0,7.0,4.0,5.0
New Malden Village Ward,2015,10,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,7,2.0,2.0,7.0,3.0
New Malden Village Ward,2015,11,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,7,7.0,2.0,2.0,1.0
New Malden Village Ward,2015,12,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,7.0,7.0,2.0,5.0
New Malden Village Ward,2016,1,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,4.0,7.0,7.0,10.0
New Malden Village Ward,2016,2,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,6,4.0,4.0,7.0,16.0
New Malden Village Ward,2016,3,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,3,6.0,4.0,4.0,5.0
New Malden Village Ward,2016,4,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,3.0,6.0,4.0,4.0
New Malden Village Ward,2016,5,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,5,4.0,3.0,6.0,3.0
New Malden Village Ward,2016,6,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,5.0,4.0,3.0,4.0
New Malden Village Ward,2016,7,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,0,4.0,5.0,4.0,7.0
New Malden Village Ward,2016,8,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,0.0,4.0,5.0,2.0
New Malden Village Ward,2016,9,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,2,4.0,0.0,4.0,2.0
New Malden Village Ward,2016,10,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,6,2.0,4.0,0.0,7.0
New Malden Village Ward,2016,11,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,6.0,2.0,4.0,7.0
New Malden Village Ward,2016,12,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,8,4.0,6.0,2.0,4.0
New Malden Village Ward,2017,1,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,6,8.0,4.0,6.0,4.0
New Malden Village Ward,2017,2,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,6,6.0,8.0,4.0,6.0
New Malden Village Ward,2017,3,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,10,6.0,6.0,8.0,3.0
New Malden Village Ward,2017,4,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,6,10.0,6.0,6.0,4.0
New Malden Village Ward,2017,5,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,6.0,10.0,6.0,5.0
New Malden Village Ward,2017,6,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,2,4.0,6.0,10.0,4.0
New Malden Village Ward,2017,7,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,2,2.0,4.0,6.0,0.0
New Malden Village Ward,2017,8,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,5,2.0,2.0,4.0,4.0
New Malden Village Ward,2017,9,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,5,5.0,2.0,2.0,2.0
New Malden Village Ward,2017,10,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,13,5.0,5.0,2.0,6.0
New Malden Village Ward,2017,11,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,18,13.0,5.0,5.0,4.0
New Malden Village Ward,2017,12,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,12,18.0,13.0,5.0,8.0
New Malden Village Ward,2018,1,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,12.0,18.0,13.0,6.0
New Malden Village Ward,2018,2,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,5,4.0,12.0,18.0,6.0
New Malden Village Ward,2018,3,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,3,5.0,4.0,12.0,10.0
New Malden Village Ward,2018,4,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,4,3.0,5.0,4.0,6.0
New Malden Village Ward,2018,5,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,5,4.0,3.0,5.0,4.0
New Malden Village Ward,2018,6,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,3,5.0,4.0,3.0,2.0
New Malden Village Ward,2018,7,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,3,3.0,5.0,4.0,2.0
New Malden Village Ward,2018,8,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,3,3.0,3.0,5.0,5.0
New Malden Village Ward,2018,9,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,8,3.0,3.0,3.0,5.0
New Malden Village Ward,2018,10,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,16,8.0,3.0,3.0,13.0
New Malden Village Ward,2018,11,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,8,16.0,8.0,3.0,18.0
New Malden Village Ward,2018,12,11.572569480167196,1.431,0.949,3.138105455166961,-1.194205837599478,0.17262569492273,22.708632357530803,30.58366846085804,6,8.0,16.0,8.0,12.0
